任务网址,职位信息,分词
https://jobs.51job.com/kunshan/149991637.html,兼职全职均可（时间自由）适合爱说话，性格开朗，不需要你声音甜美，无经验没有关系，只要你觉得自己敢说话即可基于年轻人最受喜爱的直播平台，流量大，人流大 【工作内容】在公司旗下合作的平台进行不露脸，纯声音，远程线上居家办公！直播每天最少4小时起步-8小时即可 不露脸全平台高薪资待遇，5000-8000，6000-20000不等我们负责专业的培训扶持，新人线上一对一培训无设备要求：手机，电脑都能开播公司承诺：不收取任何押金、培训费、违约金等费用。全职保底5000,"）,费用,全职,旗下,纯,能,可,大,直播,即可,待遇,培训费,关系,、,年轻人,工作,负责,小时,都,流量,办公,自己,！,：,8000,最少,你,合作,露脸,每天,。,远程,，,薪资,兼职,开播,经验, ,】,进行,电脑,爱,适合,一对一,培训,的,敢说话,8,新人,声音,时间,性格开朗,收取,说话,-,平台,要求,均,觉得,不,高,我们,内容,6000,线上,专业,承诺,无,喜爱,5000,4,设备,居家,在,全,违约金,等,自由,扶持,公司,需要,任何,（,手机,最受,没有,20000,甜美,【,人流,基于,保底,押金,只要,起步"
https://jobs.51job.com/kunshan/150378307.html,一、任职要求： 1.年龄18-50岁。2.无犯罪记录。3.会骑两轮电动车和看手机导航。二、薪资待遇:一单8-12元一天可送40-80单一天可挣300-600元!单多价高，综合月薪在8000~15000元左右，多劳多得，上不封顶。 可先提供宿舍+电动车+饭堂，生活有保障，可预支工资! 三、工作内容: 以门店为中心，负责半径100米-3公里以内的配送，按照导航骑2轮电动车配送物品交到客户 手里，工作简单，只要能吃苦就能挣钱。可以投递简历跟我预约面试时间,"元,能,可,.,简单,50,挣钱,600,可送,待遇,门店,物品,、,宿舍,40,!,工作,负责,300,三,犯罪,为,以内,：,8000,就,二,会,一天,多劳多得,。,交到,有,配送,按照,两轮,可以,~,，,薪资,骑, ,先,预支,手里,任职,导航,简历,中心,100,18,左右,提供,的,8,我,预约,轮,时间,+,米,单,-,一,多价,80,挣,要求,和,半径,高,电动车,不,15000,2,上,吃苦,内容,跟,记录,12,无,封顶,工资,在,看,岁,以,3,客户,投递,月薪,公里,手机,年龄,1,生活,饭堂,综合,面试,:,一单,只要,保障"
https://jobs.51job.com/kunshan/154272550.html,行政岗，处理办公室后勤事务,"事务,，,岗,行政,处理,办公室,后勤"
https://jobs.51job.com/kunshan/156093536.html,1.,"1,."
https://jobs.51job.com/kunshan/154215907.html,岗位职责：1、负责收集制氢电源市场需求，明确产品规格以及产品方案2、制定相关的项目计划，并按计划完成产品开发。3、负责制氢电源产品方案制定、指导工程师完成原理图设计、电路仿真、器件选型与设计等； 4、负责指导工程师完成设计验证测试，测试问题解决，样机调试；5、负责指导产品转中试和产品转产工作任职要求：1、5年以上工作经验，本科及以上学历，电气相关专业。2、有较强技术能力，熟悉电力电子技术3、善于沟通，有较好组织协调能力，能带团队进行产品开发4、工作严谨负责，态度积极主动。5、对制氢电源产品和市场有较深理解。,"善于,年,电气,技术,选型,电子,验证,、,及,工作,负责,以上学历,测试,市场需求,工程师,：,较,与,。,器件,调试,强,有,计划,电源,以上,；,，,本科,能带,按计划,经验,问题, ,负责制,进行,产品开发,制氢,任职,5,明确,项目,指导,收集,沟通,的,电力,态度,市场,产品,方案,好,转,并,严谨,以及,积极主动,要求,和,熟悉,完成,组织协调,2,原理图,理解,专业,设计,4,深,制定,中试,团队,对,等,3,电路仿真,转产,样机,1,能力,产品规格,相关,解决,岗位职责,氢"
https://jobs.51job.com/kunshan/150189981.html,品牌介绍：       LA MER是来自美国的顶奢护肤品牌，LA MER是法语海洋的意思。品牌源自海洋，也致力于保护海洋。品牌的护肤哲学就是根源修护抗老，令肌肤自愈新生。无论想要提拉，淡纹，强韧还是美白，都可以找到最适合的护肤方案。 岗位职责：1. 熟练掌握品牌知识、产品知识、服务意识、市场活动；2. 及时了解客人的需求并提供咨询服务，结合客人的喜好习惯个性化推荐，为每位客人提供超出期待的产品及服务；3. 和客人保持联系，维系良好的客情关系，提高顾客对品牌的忠诚度，同时关注潜客、新客的招聘，提高回柜率；4. 执行、完成上级下达的任务指标；5. 参与支持店铺日常运营管理；6. 掌握POS系统和其他运营系统。 任职资格：1. 全日制专科及以上学历；2. 品貌端庄，皮肤状态好，气质优雅，举止大方；3. 热爱美妆行业，对品牌了解，有相关专业知识；4. 善于表达、善于沟通，具有团队合作精神，具有良好的服务意识、销售技巧；5. 有自驱力、学习力，适应品牌节奏，具有一定的抗压性；6. 掌握基本办公软件操作；7. 高端美妆/精品销售经验者优先考虑；8. 有社媒运营、直播经验者优先考虑。 福利：1. 相应品牌的专业培训课程2. 理想的绩效奖金制度3. 正规的五险一金4. 额外商业医疗保险5. 定期的公司福利（节假日福利/员工内买/免费产品）6. 带薪年假,"强韧,社媒,）,回柜率,MER,客情,善于,节奏,任务,皮肤,顶,.,提拉,推荐,技巧,个性化,直播,年,令,也,制度,带薪,举止大方,抗压性,理想,、,关系,上级,新生,POS,最,抗老,及,奢,来自,同时,状态,下达,都,关注,以上学历,美白,为,办公,福利,LA,：,护肤,合作,。,忠诚度,软件,咨询服务,参与,习惯,有,美妆,介绍,可以,；,活动,超出,，,基本,商业,管理,期待,品牌,哲学,资格,服务,高端,经验, ,表达,指标,意识,任职,全日制,5,想要,修护,定期,适合,找到,招聘,医疗保险,操作,提供,海洋,沟通,良好,的,知识,热爱,肌肤,其他,免费,执行,市场,五险,就是,意思,8,维系,节假日,方案,产品,考虑,好,一金,并,7,一定,专业知识,自愈,护肤品,者,喜好,了解,是,牌,日常,和,致力于,课程,自驱力,保护,完成,绩效奖金,无论,优先,源自,6,行业,潜客,2,法语,熟练掌握,端庄,专科,销售,内买,品貌,专业培训,新客,相应,4,精品,学习,美国,系统,优雅,客人,对,团队,精神,3,额外,根源,公司,需求,/,（,力,顾客,结合,正规,员工,还是,支持,1,及时,提高,气质,淡纹,掌握,相关,适应,运营,岗位职责,具有,每位,保持联系,假,店铺"
https://jobs.51job.com/kunshan/87402380.html,1、有CAD绘图基础，良好的沟通能力，2、具备较强的学习能力和优秀的沟通能力；3、性格坚韧，思维敏捷，具备良好的应变能力和承压能力；,"具备,承压,CAD,有,应变能力,基础,；,3,，,绘图,优秀,较强,坚韧,敏捷,、,和,1,能力,2,沟通,良好,的,思维,性格,学习"
https://jobs.51job.com/kunshan/154046221.html,1.	岗位职责：人事管理工作，包括人员的招聘、录用、入职、合同、离职等手续的办理等人员的来访接待，办公室事务的处理，办公用品的管理生产图纸的绘制(可学）2.	任职要求：年龄18-40周岁，学历要求大专及以上。个人具备良好的沟通能力和团队合作精神，能与不同部门进行有效的协调；具备较强的抗压能力和解决问题的能力，有较强的学习能力和适应能力，能快速掌握相关业务知识；具备较强的责任心和细致的工作态度，能保证工作的准确性及时性；会CAD绘图优先，有相关工作经验者优先，具有一定的英语能力者优先3、薪资待遇：试用期三个月，试用期工资3500左右，转正后底薪+加班补贴+岗位津贴+绩效+工龄津贴等，综合薪资4600左右。公司为所有员工缴纳社保。4.工作时间：周一至周六8:00-18:00（上下班时间根据季节调整），周日休息，国家法定节假日正常休息。,"津贴,有效,）,离职,CAD,能,办公室,可,.,至,事务,抗压,绘图,待遇,上下班,部门,正常,、,后,个人,40,包括,及,工作,周六,(,试用期,为,国家,：,根据,较,与,会,合作,4600,具备,协调,。,生产,	,强,有,调整,准确性,加班,以上,；,责任心,，,薪资,管理,解决问题,法定,经验,进行,底薪,任职,绩效,社保,学历,招聘,周岁,18,细致,左右,沟通,良好,3500,的,所有,态度,录用,8,节假日,时间,+,人事管理,一定,来访,不同,业务知识,保证,-,较强,者,学,合同,人员,要求,和,办公用品,三个,优先,2,补贴,适应能力,绘制,工资,4,学习,周日,及时性,办理,周一,团队,手续,等,图纸,精神,3,缴纳,转正,季节,接待,公司,入职,工龄,00,处理,（,员工,月,岗位津贴,年龄,1,能力,掌握,相关,综合,:,英语,岗位职责,具有,休息,大专,快速"
https://jobs.51job.com/kunshan/150295059.html,有意向可以直接投递简历，或直接联系微聊！8月入职劲爆福利！！！【工作地址】南昌各站点就近分配：新建区，红谷滩区，西湖区，东湖区，青山湖区，青云谱，南昌县招聘职位：送餐骑手、外卖配送员、外卖【超级福利】1、骑手在职奖励10002、提供车子(换电车子，保证一天电量)3 、免费住宿(4-6人间，空调洗衣机齐全)4、餐补300+全勤200+工龄奖400-600+月中补贴2005、超时订单不罚款，奖励为主6、南昌区域就近分配!!,"奖,200,西湖区,齐全,送餐,微聊,600,奖励,联系,谱,新建,直接,、,红谷,各,月入,员,!,工作,就近,(,300,2005,福利,青云,！,：,在职,一天,订单,外卖,有,配送,400,中,可以,，,或,爆, ,分配,】,为主,简历,招聘,住宿,空调,提供,免费,8,换电,全勤,罚款,电量,+,东湖区,保证,意向,-,南昌,职位,超时,不,超级,6,地址,补贴,),区域,4,区,车子,站点,3,人间,南昌县,投递,工龄,职劲,滩区,餐补,月,1,【,青山湖区,骑手,洗衣机,10002"
https://jobs.51job.com/kunshan/147364112.html,工作职责：1、负责空海运出货操作事宜，包括：接单，订舱（包括向船公司订舱及向同行订舱），和国内客户及海外office的联络。 安排拖车报关装箱。 2、及时发现并处理日常操作中遇到的问题，协调国内客户和海外office沟通。3、熟悉全航线操作流程4、领导交办的其他事情任职要求：1、大专以上学历，英语读写熟练。2、熟悉自拼箱操作者优先。3、工作仔细认真，擅长沟通。4、3年以上相关一级货代工作经验。,"协调,。,向,全,）,交办,事情,并,领导,中,擅长,操作者,及时发现,以上,熟练,船,3,年,，,同行,联络,自拼箱,客户,安排,出货,公司,经验,问题, ,海运,货代,处理,（,、,日常,拖车,航线,任职,包括,和,熟悉,事宜,及,工作,空,要求,流程,负责,1,仔细认真,报关,优先,2,4,操作,海外,遇到,沟通,以上学历,相关,国内,office,一级,的,英语,职责,：,接单,大专,读写,其他,订舱,装箱"
https://jobs.51job.com/kunshan/154098376.html,职位描述：1.与客户对接，主导VC和热管项目测试方案的确认，主导新项目前期测试风险的评估；2.分析测试设备的稳定性并改善；3.过程性能不良分析，以及性能不良改善的提升；4.负责主导内部性能测试和客户性能测试的对标；6.负责测试标准的建立和更新；7.协助客户性能不良分分析；有效性验证；8.完成上级领导安排的其他任务，并协助相关部门完成相关事宜(执行)；职位要求：1.统招大专及以上学历，机械或电子相关专业2.了解均温板或热管，热模组等产品性能测试要求和标准；3.有较好的逻辑分析、团队合作、风险评估能力和沟通能力，问题跟踪能力等；4.工作经验要求：2年以上散热产品热测试相关工作经验，熟悉散热（热管/VC）的原理及生产工艺；,"热,风险,）,任务,原理,.,确认,年,跟踪,生产工艺,新,描述,部门,电子相关,验证,、,及,工作,负责,(,项目前期,过程,以上学历,测试,机械,：,较,与,合作,标准,有,VC,以上,；,上级领导,，,或,经验,问题,项目,主导,稳定性,沟通,的,其他,执行,建立,8,方案,产品,改善,好,并,不良,7,有效性,提升,热管,协助,以及,分,对接,职位,了解,要求,和,均,熟悉,完成,性能,6,2,评估,专业,),4,设备,散热,团队,等,统招,模组,3,客户,内部,安排,/,（,分析测试,逻辑,分析,更新,事宜,温板,1,能力,相关,对标,大专"
https://jobs.51job.com/kunshan/154580806.html,新员工入职奖金6000，面试当天安排住宿，第二天即可上班！1、订单多，工资450/天！2、不强制休息，月月发全勤，多劳多得3、综合收入到手不低于12000元！4、报销路费，当天入职，不扣不压，收入稳定人走账清5、包吃包住，入职缴纳社保6.入职签合同，工资有保障一、【薪资构架】1.月收入：12000-14000元！现在是旺季加班比较多招聘要求：2024年火热招聘招聘正式工/小时工（自由选择）纯工价38一小时！！2、工作时间：每个星期五天，每天八小时，除外都算加班时间（上五休二，加班自愿）加班费：平时加班1.5倍；周末2倍；节假日3倍二、【待遇福利】1、有超市，网咖，图书馆，篮球场，银行，健身房等基础设施齐全。2、食宿：包吃包住，宿舍4人间，独立卫生间，空调热水器，洗衣机，wifi等。有米饭、面食，面条、馒头、饺子、吃饱为止3、全勤奖800元/月；绩效奖500元/月；岗位津贴1500/月4、保险：缴纳五险一金，离职时可转出和退保。5、公司一年有四次晋升机会，可通过内部考试晋升。6、长白班，坐岗，岗位比较多，有经验者可以自由选择岗位。三、【招聘要求】1、年龄：16周岁---54周岁（男女不限）2、经验不限、学历不限，能长期稳定的优先。四，【工作内容】产品包装，组装，扫码，贴标，质检，测试（恒温车间，坐着上班）有意向请直接投递简历 或者交换微信  名额有限！！！有意向请直接投递简历 或者交换微信  名额有限！！！有意向请直接投递简历 或者交换微信  名额有限！！！工作地址：江苏苏州维信电子,"时,奖,签合同,）,离职,限,车间,齐全,旺季,元,纯,能,可,组装,.,800,14000,年,四次,电子,即可,新,待遇,超市,长白,直接,、,食宿,宿舍,多,工作,为止,着,奖金,小时,面食,篮球场,三,咖,不压,都,坐,测试,上班,福利,现在,产品包装,！,：,面条,二,星期五,银行,构架,微信,订单,多劳多得,每天,。,馒头,自由选择,有,周末,加班,可以,；,基础设施,全勤奖,，,薪资,第二天,经验,算, ,】,小时工,自愿,吃饱,5,500,简历,绩效,社保,学历,正式工,平时,招聘,图书馆,米饭,恒温,住宿,独立,周岁,空调,工价,当天,倍,的,晋升,路费,班,到手,上五休,五险,清,收入,考试,1500,节假日,卫生间,或者,全勤,扫码,一金,时间,交换,低于,转出,-,一,意向,者,包吃包住,是,要求,和,不,火热,除外,饺子,优先,450,人,6,2,地址,维信,加班费,内容,保险,机会,16,贴标,6000,1.5,苏州,2024,每个,岗位,工资,4,坐岗,网,四,质检,等,---,请,男女,3,缴纳,健身房,人间,天,安排,内部,公司,八小时,投递,入职,通过,/,（,走账,员工,热水器,不扣,退保,一年,月,岗位津贴,54,年龄,1,【,强制,wifi,名额有限,综合,面试,洗衣机,休息,比较,38,长期,12000,报销,稳定,发,保障,江苏"
https://jobs.51job.com/kunshan/154036653.html,1.组织技术人员进行施工图审查，主持图纸会审，参加设计交底。2.参与项目策划书的编制。3.参与供应商及分包队伍的选择与评价。4.参与成本各要素相关指标制定及技术参数的决策。5.负责施工组织设计、专项技术方案、进度、安全、质量、文明施工等各项保证措施的编制及报批，并向有关人员进行交底。6.参与进度管理，负责编制施工总进度计划及年、季、月度施工进度计划，组织进度计划交底、过程跟踪及纠偏。7.负责质量管理，确保工程质量符合设计、规范要求，并组织制定质量月报。8.组织项目的测量工作，编制测量专项方案，指导项目关键部位的测量实施。9.负责项目内业资料管理工作，组织竣工资料的汇编。10负责项目的设计变更及变更设计工作，并及时将变更事宜对管理人员进行交底。11.参与项目招投标工作。12.组织编制施工总结、论文撰写及技术创新相关工作。任职条件：1.本科及以上学历，土木工程、工程管理等相关专业，同岗位工作经验3-5年。2.有土建施工管理经验。3.具有一级建造师优先。,"供应商,总,技术创新,有关,符合,.,年,技术,跟踪,编制,、,文明,各,审查,汇编,及,工作,竣工,评价,负责,纠偏,工程质量,过程,以上学历,同,测量,：,与,专项,措施,条件,。,技术人员,参与,质量,9,有,计划,土木工程,资料,，,参加,管理,本科,经验,月度,进行,交底,指标,任职,5,设计变更,管理人员,11,成本,项目,各项,关键部位,安全,指导,报,总结,管理工作,一级,的,8,方案,10,规范,并,决策,确保,进度,7,组织,保证,主持,施工图,-,分包,土建,撰写,工程,人员,报批,要求,技术参数,实施,选择,优先,内业,6,季,2,12,专业,岗位,建造师,设计,4,论文,施工进度,向,将,制定,要素,施工,对,图纸,等,变更,3,策划书,事宜,月,1,队伍,及时,相关,具有,会审,招投标"
https://jobs.51job.com/kunshan/150078237.html,1、负责市场新客户对接，老客户维护以及客户订单进度跟进；2、制定个人销售计划，建立客户档案，并按照计划拜访客户，维系客情关系；3、销售合同的签订，包括合同条款的拟定、谈判、签约等4、与技术协调，为客户提供专业的解决方案，协调好客户的售后服务和技术支持岗位要求：1、大专以上学历，3年以上业务工作经验；本科应届生欢迎~2、热爱销售工作，愿意为了工作付出时间精力，责任心强，善于与不同类型的客户沟通3、有驾照者优先考虑4、有半导体流体设备相关经验者优先考虑,"客情,善于,年,技术,新,拟定,驾照,、,关系,个人,包括,工作,负责,以上学历,为,：,与,客户档案,订单,协调,解决方案,强,按照,有,计划,以上,；,责任心,~,，,本科,经验,半导体,合同条款,签订,提供,沟通,流体,的,热爱,市场,建立,维系,考虑,拜访,好,并,欢迎,时间,跟进,进度,不同,以及,者,对接,精力,合同,要求,和,类型,优先,2,付出,技术支持,销售,专业,岗位,为了,4,设备,谈判,制定,售后服务,老客户,等,3,客户,愿意,1,相关,应届生,签约,大专,业务,维护"
https://jobs.51job.com/kunshan/156267899.html,1、职位信息工作平台：赫兹app工作具体内容：以手机App为工具，不需要露脸在语音交友房间负责接待玩家，带动房间气氛，维持房间绿色交友秩序。和房间其他同事做好维护玩家的良好社交互动关系。工作要求：工作时间段自由、每天需工作累计6个小时。2、薪资详情薪资范围：新人首月保底3000元，工资3000-6000+薪资计算标准：收益提成40%薪资结构：保底+提成+绩效结算方式：周结3、收费情况是否收费：公司会提供专业免费的岗前培训，前期一对一对接扶持，不收费不收费不收费！以培训为借口收费的都是骗子！岗位要求：1、善于沟通、展示自我、善于调动气氛。2、年龄18-35岁，接受没有经验的小白。3、性格开朗活泼、普通话需标准。4、要有上进心，稳定工作时间、服从管理，拒绝三天打鱼两天晒网人士。有什么疑问和想要了解的，可以私聊我为你解答,"善于,小白,元,App,做好,上进心,个,赫兹,、,关系,结算,工作,前期,带动,负责,40%,展示,小时,周结,都,为,工具,借口,活泼,：,！,计算,会,app,露脸,你,标准,每天,。,有,可以,，,薪资,管理,时间段,经验,情况,累计,想要,语音,绩效,一对一,社交互动,范围,培训,18,3000,提供,沟通,良好,接受,具体内容,的,其他,免费,维持,服从,疑问,新人,收费,私聊,我,时间,+,拒绝,性格开朗,要,-,平台,收益,调动,交友,对接,职位,了解,骗子,是,要求,和,什么,不,35,普通话,6,同事,2,解答,6000,专业,两天晒网,岗位,工资,气氛,4,在,需,自我,岁,信息,房间,以,3,自由,岗前,接待,扶持,公司,需要,人士,提成,手机,秩序,绿色,是否,没有,月,三天打鱼,首,1,年龄,方式,玩家,保底,结构,稳定,维护,详情"
https://jobs.51job.com/kunshan/154505639.html,岗位职责：1、规范产品开发流程，负责相关体系（IPD/ASPICE）流程在项目中的落地和迭代2、辅导项目开展相关流程和质量活动，如过程和质量的分析及改进、技术评审和流程持续改善等3、对接内外部体系及客户审核中研发模块的相关工作（如IATF16949、VDA6.3）4、持续学习和关注研发及质量管理方法和工具，如BPM方法、QC七大手法、QCC等，并能应用于业务实践任职要求：1、全日制本科及以上学历，3年及以上汽车或新能源行业QA/研发质量/QE等相关工作经验2、英语熟练，能对接海外项目3、良好的自驱力，有较强的推动能力和解决问题能力4、熟悉汽车行业开发流程和体系优先，具备DFx落地实施和建设经验者优先5、熟悉项目管理相关知识，有PMP证书者优先,"）,辅导,能源行业,能,年,技术,实践,新,、,BPM,及,工作,汽车行业,负责,迭代,过程,关注,以上学历,工具,QA,评审,：,较,内外部,具备,质量,强,有,中,以上,熟练,活动,PMP,证书,，,或,管理,本科,解决问题,经验,审核,产品开发,全日制,任职,5,推动,于,QE,ASPICE,项目,七大,海外,方法,建设,良好,研发,的,知识,QCC,规范,改善,并,手法,体系,VDA6.3,者,对接,要求,应用,和,熟悉,自驱力,实施,优先,2,汽车,如,模块,IATF16949,4,学习,在,QC,开发,项目管理,等,开展,3,IPD,客户,/,（,落地,分析,流程,1,能力,DFx,相关,英语,岗位职责,业务,改进,持续"
https://jobs.51job.com/kunshan/109809578.html,"主要职责 服从安排，完成作业区经理安排的各项生产计划；负责镗床工位的安全生产、5S维护、设备保养等日常工作；对镗床工作站所加工的产品质量负责。所需资质：  能读懂各种视图，零件的材料,尺寸公差,形位公差,表面粗糙度及其它技术要求的涵义。能够熟练操作SIEMENS 840D\FANUC 18i-MB系统之一,具有三年以上操作经念。能够读懂程序。掌握钻,铣,扩,铰,镗,攻丝等的工艺特点。掌握切削参数的选择方法，能较合理确定有关切削参数。（1）能识别并正确装卸常用数控刀具（2）能正确调整数控刀具的尺寸（3）能够准确输入刀具有关参数（包括刀具长度补偿值,半径补偿值及刀号等参数）（4）掌握 常用数控刀具的特点和适用场合  掌握定位,夹紧的原理及方法，能较合理选择工件定位,夹紧的方式。熟悉中大型数控设备的功能，并能熟练的进行操作。（1）能正确使用Simens和FANUC操作面板上的各种功能键（2）能通过操作面板手动输入加工程序及有关参数,能进行程序传输（3）能使用程序试运行,分段运行及自动运行等切削运行方式掌握测量工具的基本用途，能较合理选择测量工具进行测量。 其他：司按国家规定缴纳5险1金。给员工购买商业人身保险和医疗保险。免费提供住宿。提供完善的劳动保护条件。","运行,攻丝,装卸,）,能,有关,原理,及其,\,自动,用途,技术,各种,夹紧,工艺,补偿,、,常用,经念,功能键,公差,经理,包括,镗床,及,工作,工作站,负责,准确,面板,三年,测量,工具,国家,5S,场合,人身保险,司,：,较,完善,金,表面,条件,。,生产,切削,调整,规定,计划,分段,中,以上,资质,；,熟练,服从安排,，,所,基本,商业,刀, ,进行,,,5,扩,各项,安全,作业区,医疗保险,住宿,试运行,操作,提供,方法,18i,铣,粗糙度,值及,的,钻,尺寸,使用,长度,其他,免费,SIEMENS,刀具,它,材料,并,加工,形位,视图,数控,-,840D,维护,日常,要求,和,熟悉,大型,能够,正确,半径,工件,确定,Simens,完成,选择,给,输入,2,上,镗,涵义,险,主要职责,之一,适用,4,设备,号,需,值,系统,购买,程序,工位,产品质量,对,等,劳动保护,合理,3,缴纳,安排,特点,功能,通过,读懂,零件,参数,铰,（,员工,1,传输,方式,识别,保养,掌握,具有,手动,定位,FANUC,按,MB"
https://jobs.51job.com/kunshan/154031137.html,岗位职责：1、技能要求：一般家庭保洁，做饭，育儿，看护，有无经验均可；2、收入构成：公司提供技能培训，综合月薪3000--5000元/月；3、岗位类型钟点保姆：钟点家政服务、日常家务、做饭照顾老人小孩；钟点保洁：提供钟点保洁服务；任职资格：持有健康报告/有效身份证,"有效,元,家政,可,家庭,；,3,一般,，,资格,经验,公司,服务,育儿,家务,月薪,持有,/,健康,、,日常,要求,任职,看护,技能,有无,均,小孩,类型,月,1,2,构成,培训,钟点,3000,提供,报告,综合,保姆,照顾,岗位职责,保洁,：,--,老人,岗位,身份证,做饭,5000,收入"
https://jobs.51job.com/kunshan/142263138.html,上班地点：1、茂名市电白水东珺睿教育二楼弈虎围棋水东校区2、茂名市羊角镇文明路43号2、3层岗位职责：1、具有较强的沟通能力，普通话标准，口齿伶俐；2、有亲和力，讲课生动活泼，知识面宽广；3、热爱教育事业，工作积极主动、责任心强。任职要求：4、大专以上学历，有幼教工作经验者，可放宽条件；5、工作态度积极负责，认真细心；6、工作精神热情饱满，面带微笑；7、对待学生耐心细致，有爱心；8、有幼教经验、销售经验，***者优先考虑；9、无经验者可参加带薪培训。公司福利：1.弹性工作时间，逢周一休息，法定节假日放假；2.底薪+提成+奖金+达标奖+年终奖；3.购买养老保险+医疗保险+生育保险+失业保险+工伤保险+高额医疗+补充医疗；4.每年或半年调整一次工资；5.法定节假日带薪休假，寒暑假带薪休假，年假、婚假、丧假、病假、探亲假；6.节日礼品，员工免费旅游，不定期聚餐、烧烤、团建活动等。,"奖,带薪休假,面带微笑,半年,饱满,可,.,养老保险,每年,年,节日,电,*,带薪,讲课,、,文明,工作,达标,奖金,病假,负责,学生,生育,热情,团建,以上学历,上班,福利,积极,：,认真,知识面,标准,条件,。,生动活泼,茂名市,强,有,9,高额,调整,幼教,；,活动,宽广,责任心,镇,，,或,参加,耐心,法定,经验,羊角,水,二楼,放宽,底薪,任职,5,工伤保险,医疗保险,培训,细致,沟通,的,热爱,态度,免费,8,节假日,考虑,礼品,时间,补充,+,7,旅游,较强,者,弹性,探亲假,积极主动,路,要求,对待,教育,普通话,优先,6,2,不定期,保险,销售,无,工资,4,号,放假,购买,周一,围棋,年终奖,等,精神,3,失业,寒暑假,亲和力,公司,逢,细心,提成,东校区,聚餐,一次,口齿伶俐,丧假,事业,员工,1,能力,婚假,东珺,白水,弈虎,医疗,睿,层,烧烤,地点,爱心,休息,岗位职责,具有,大专,假,43"
https://jobs.51job.com/kunshan/154348142.html,岗位职责:1、努力完成公司下达的销售及利润目标；2、与卖场客户及供应商保持良好的信息沟通并维护产品价格；3、监管区域内卖场的日常订单，及时反馈市场信息等；4、及时跟踪及回收公司的货款；5、协助执行公司促销及新品推广计划；6、负责相关销售人员的日常工作指导、培训与管理；7、其他与职责相关的工作。任职要求:1、大专以上学历，3年以上快速消费品行业工作经历；2、具备较强的卖场管理能力，与各重点客户有过良好的合作关系；3、具有良好的沟通技巧、人际关系处理能力及组织能力；4、有处理突发事件的应变能力，有较强的独立工作能力及领导才能；5、有2年以上的团队管理经验，善于团队合作和激励；6、有主人翁精神和很强的工作责任心，能勇于面对工作压力。,"供应商,善于,能,技巧,年,跟踪,消费品,、,关系,突发事件,各,及,工作,目标,负责,保持良好,下达,以上学历,面对,卖场,主人翁,较,与,合作,内,订单,具备,信息沟通,。,强,有,计划,以上,；,责任心,勇于,，,管理,经验,重点,任职,5,努力完成,指导,独立,培训,经历,沟通,良好,才能,的,激励,压力,其他,市场,反馈,应变能力,并,领导,7,组织,货款,较强,很,日常,人员,要求,和,促销,回收公司,推广,有过,6,行业,2,人际关系,销售,区域,4,利润,团队,信息,等,新品,精神,3,产品价格,客户,协助执行,公司,处理,1,及时,能力,监管,相关,:,岗位职责,职责,具有,大专,快速,维护"
https://jobs.51job.com/kunshan/154324646.html,1、  熟悉小区供电、消防、中控和机电设备等系统。2、 负责对公共照明、管线的检查、维护和保养工作。3、 为业主提供有偿维修服务。4、 负责小区内水、电表的管理及抄表工作。5、 负责配合保安队对消防、监控系统进行检查，发现故障配合专业单位及时维修。6、 负责供配电设备、地下室风机、水泵等机电设备的正常运行，发现故障配合专业单位及时修理。7、 负责对电梯进行巡视和定期保养，发现问题及时处理或联系电梯公司限期解决，并为电梯公司提供必要的协助。8、 运行中电梯突然出现故障，应尽快赶到现场，按照应急预案处理9、 负责给排水管道的疏通清理工作，以及房屋的本体、附属设施、道路的检查、维修和保养工作。10、 为业主提供有偿管道维修安装、土建修缮服务。11、 负责对给排水系统的检查、维护保养工作，以及做好水泵房日常保养工作。12、 熟悉小区内房屋本体、附属设施、给排水、消防用水设施，以及各类管路走向，阀门控制范围。13、 负责小区内的水表管理及每月的抄表工作。14、 负责处理房屋渗漏和业主装修过程中出现的渗漏问题。15、 履行24小时应急抢修职责。16、 完成上级下达的其他任务。,"运行,单位,给排水,水表,风机,任务,修缮,每月,及时处理,做好,联系,有偿,电梯,排水管道,正常,、,上级,电梯公司,及,工作,阀门,附属,负责,现场,控制,小时,电表,过程,管道,下达,维修,抢修,为,装修,消防,水泵,。,渗漏,尽快,应急,按照,9,13,中,地下室,，,或,管理,设施,清理,赶到,服务,问题, ,水,进行,保安队,中控,5,11,定期,管线,范围,提供,巡视,配合,的,15,小,其他,8,监控,10,履行,并,7,出现,协助,以及,房屋,土建,小区,本体,日常,和,熟悉,消防用水,供电,管路,完成,给,6,24,2,机电设备,16,抄表,水泵房,专业,12,4,设备,区内,系统,检查,走向,对,等,故障,修理,3,14,供配电,疏通,突然,业主,发现,预案,处理,限期,必要,1,及时,公共,各类,保养,维修服务,解决,照明,安装,职责,应,道路,维护"
https://jobs.51job.com/kunshan/150761926.html,岗位职责：1、负责新模具验证，试模问题点记录；2、负责新模具打样调试；3、负责模具转移后工艺支持 ；要求：1、熟悉各类工程塑料特性；2、会使用机械手；3、分析能力强，有责任心和协调沟通能力，从事汽车配件者优先考虑。,"协调,。,考虑,特性,调试,强,有,机械手,；,转移,责任心,3,，,打样,工艺,新,问题, ,者,验证,、,后,要求,和,熟悉,分析,汽车配件,点,支持,负责,1,能力,优先,2,各类,试模,沟通,从事,工程塑料,记录,模具,岗位职责,：,使用,会"
